# tsumugu-ed public character form list · char	pinyin	gloss	parts(glyph=role:identity | ...)	form-zh · built 2026-08-26 from entries/chars
車	chē	noun — a vehicle	車=form:a chariot drawn from above — the box on its axle	從上面看一輛戰車：中間是車廂，一豎是貫穿的車軸。古文字連兩個輪子都畫出來；抄著抄著，只剩車廂和軸。後來有輪子的都坐這個字：車子、火車、公車。
軌	guǐ	noun — a rut, a track, a rail	車=meaning:a cart — the wheels that cut the track | 九=sound:gives the sound	一輛車（車），和車輪壓出的轍——定下它能走的路。九給聲音 jiǔ，磨成了 guǐ。從車轍引出軌道、鐵軌、軌跡、出軌。
軍	jūn	noun — army	冖=meaning:the ring of the camp — worn from 勹, an encircling wrap | 車=meaning:a war chariot	戰車（車）繞成一圈（勹，抄扁成了冖）——圍起來的營盤就是軍。從營盤生出軍隊、軍人，打仗的事就是軍事。
軟	ruǎn	adjective — soft, pliable, weak	車=meaning:a cart, vehicle | 欠=sound:the worn phonetic — once 耎 ruǎn, the pliant	車（車子）旁邊一個 欠——可是這個 欠 是磨壞了的 耎（ruǎn），「柔軟、可彎」，聲音和意思都是它給的。看得見的是欠，真正出聲出義的是藏起來的耎。所以是：柔、軟——軟弱、柔軟。和 硬（石頭那樣硬）對著記。
軸	zhóu	noun — an axle	車=meaning:a cart | 由=sound:yóu — gives the sound	車（車）上托住輪子、讓它轉的那根桿——車軸，引申到任何中心的桿、轉動的軸線：車軸、中軸線。由（yóu）給聲音，硬化成 zhóu。
較	jiào	verb/adv — to compare	車=meaning:a chariot | 交=sound:jiāo — gives the sound	車（車）加交（jiāo）的聲音，調變了。本義是車兩旁的橫木；車靠著車、橫木對著橫木擺在一起，高下就比出來了——比較。
載	zài	verb — to carry, load	車=meaning:a cart | 𢦔=sound:zāi — the buried phonetic, hidden across the 車	車（車子）穿過 𢦔（zāi）這個聲符——車上堆滿貨：裝載、載貨。𢦔 不好認，被車拆在兩邊，可它就是出聲的那塊，還串起一整家：哉、栽、裁、戴。從往車上裝，引到往紙上記——記載。
輔	fǔ	verb — to assist, support, supplement	車=meaning:a cart | 甫=sound:fǔ — gives the sound	車（車）配 甫（fǔ）。輔本是綁在車輪旁的夾板，撐住重載——旁邊的幫手。從夾住車輪，引到一切扶持：輔助、輔導。甫給字音。
輕	qīng	adjective — light (in weight)	車=meaning:a cart, a vehicle | 巠=sound:jīng — gives the sound, worn from j to q	一輛輕便的戰車（車）——輕車，跑得快又不載重。巠（jīng）給聲音，聲母軟化成 q。從輕車，引申出凡是輕的、不費力的：輕重、輕鬆、輕易。同一個 巠 也串起 經、徑、頸。
輛	liàng	measure — for vehicles	車=meaning:a cart | 兩=sound:liǎng — gives the sound	車（車）用成雙的東西（兩）來數——一對輪子。先是光用兩來數車，後來才把車寫進去。調子從 liǎng 彎成 liàng：一輛車、兩輛車。
輝	huī	noun — radiance, splendor — verb — to shine, to glow	光=meaning:light, radiance | 軍=sound:gives the sound	光（光）大放——光芒、光輝。軍給聲音 jūn，磨成了 huī。從「發光」引出光輝、輝煌、輝映、輝耀。
輩	bèi	noun — generation, cohort	車=meaning:a cart | 非=sound:fēi — gives the sound	非（fēi）在上，就是兩翼相背那個非，下面是車（車）。一百輛車排成一列叫一輩——一排、一列。從車的列引到同時生的人的列：前輩、晚輩、我輩。非給聲音，f 變成了 b。
輪	lún	noun — a wheel	車=meaning:a cart — what the wheel turns under | 侖=sound:gives the sound	一輛車（車）配一個侖，侖是按次序編好的竹簡——侖給聲音 lún。輪是車底下那個圓轉的東西；從「圓轉、循環」引出車輪、輪子、輪流、輪番。
輯	jí	verb — to compile, edit	車=meaning:a cart | 咠=sound:qì — gives the sound	車（車）一件一件裝起來——輪子、車軸、車架，照次序裝好。咠（qì）給聲音，q 磨成了 j。從裝車到裝文章：編輯、輯錄、專輯。
輸	shū	verb — to transport, to convey	車=meaning:a cart, what carries the load | 俞=sound:gives the sound	一輛車（車）把貨從這裡載到那裡——運送。俞給聲音 yú，磨成了 shū。從運送引出運輸、輸入、輸送。從「把本錢送出去」轉出另一義——輸：輸贏、認輸。
輻	fú	noun — spoke of a wheel	車=meaning:a cart, a wheel | 畐=sound:fú — gives the sound	一個車輪（車），畐（fú）給聲音——從車軸往輪緣放射的那些輻條。由輻條的散開引申到一切向外放射：輻條、車輻、輻射。
輿	yú	noun — carriage, palanquin	舁=sound:yú — gives the sound | 車=meaning:a cart, held inside the four hands	四隻手抬（舁）著一輛車（車）——轎輿的車身，眾人抬起的那部分。從眾手所抬，引到眾人本身：輿論就是被抬起的眾人在說的話。舁給字音。
轄	xiá	verb — to govern, have jurisdiction over	車=meaning:a cart, a vehicle | 害=sound:hài — gives the sound	車（車）配上害（hài）給聲音——磨成 xiá。轄本來是車軸頭上的銷子，插住車輪不讓它滑掉。握住這根銷子，就管住了整輛車；由此引出今天的意思——管轄、統轄，歸你管的範圍。
轉	zhuǎn	verb — to turn, to revolve	車=meaning:a cart, a wheel | 專=sound:zhuān — gives the sound	車輪（車）轉動，專（zhuān）轉著紡錘給聲音，聲調偏成了 zhuǎn。輪子一圈圈轉——運轉，引申為轉向、轉身、轉變。順著轉勢把東西交出去：轉告、轉移。
轎	jiào	noun — a sedan chair	車=meaning:a cart, a wheeled conveyance | 喬=sound:qiáo — gives the sound	坐的車（車），喬（qiáo）給聲音。車有輪子，轎靠人扛——轎子，後來也是轎車。
轟	hōng	verb — to rumble, boom	車=meaning:a cart — written three times, a din of carts	三輛車（車車車）一齊上路——許多輪子轟轟作響。由這聲音來：轟炸、轟動、轟轟烈烈。
辛	xīn	adjective — pungent, hot (spicy)	辛=form:rendered bare — a tattooing knife	一把寬刃刀的樣子——古時拿來在罪人臉上刺字的刑刀。刀刃的刺，給了嗆口的味道：辛辣。受刑者的境遇，給了又苦又累：辛苦、辛勞。上面那個十字，是刀柄磨平後的樣子，看不出刀了。
辜	gū	noun — guilt, crime	辛=meaning:a blade for branding — punishment, crime | 古=sound:gǔ — gives the sound	行刑的刀（辛），定罪的記號，古（gǔ）給聲音。本義是罪、是過錯；由「欠人一個交代」來，就有辜負——對不起人。
辣	là	adjective — hot, spicy (pungent)	辛=meaning:pungent, the biting taste | 剌=sound:là — the right side, read là	辛 給嗆人的刺痛味；右邊給聲音，唸 là。右邊有兩種說法：一是完整的 剌（帶刺的枝 束 加上刀 刂，là），刀（刂）在通行字裡磨掉了；二是直接拿那個 束 形來標音——兩種都唸 là。合起來，舌頭上的灼燒：辣椒、辛辣。換一種灼燒：毒辣、潑辣。
辦	bàn	verb — to handle, manage, get done	辡=sound:biàn — gives the sound | 力=meaning:strength — set down in the middle	兩個辛面對面（辡），是爭執的兩造；力（力）放在當中——合起來寫的是把事情辦下來。辡（biàn）標聲音，i 磨掉了，成了 bàn。辦法是辦得通的路；辦事、辦公就是動手去辦。
辨	biàn	verb — to distinguish, tell apart	刂=meaning:a knife, set upright — to cut apart, to judge | 辡=sound:biàn — gives the sound; and means dispute	一把刀（刂）插進辡（biàn）中間——兩把辛刀對立。刀把爭執切開：分清楚，辨別、辨認、明辨是非。
辭	cí	noun — words, diction	𤔔=meaning:hands drawing out and ordering tangled silk | 辛=meaning:a knife — the instrument of judgment	雙手理開亂絲（𤔔），旁邊是辛——斷案的刀。為公堂理出來的話，就是訴詞、口供。從理好的話引到言語，再引到推開言語：言辭、辭職、告辭。
辯	biàn	verb — to argue, debate, plead	言=meaning:words, speech | 辡=sound:biàn — gives the sound; and means dispute	話（言）擺在辡（biàn）中間——兩把辛刀對峙。爭執裡用的是話：辯論、辯護、辯才。
辰	chén	noun — the 5th earthly branch	辰=form:a clam-shell hoe, or a hand gripping a cliff-edge	古文字有兩個說法：一把蜃殼做的鋤，標記農時的田器；或是一隻手攀著崖邊，振字最早的樣子。兩說都通向時節的更替，再到時辰：時辰、誕辰。它自成一系：音落在晨、震、振，形落在辱。
辱	rǔ	verb — to humiliate, disgrace	辰=meaning:the clam-shell hoe — the farming season | 寸=meaning:a hand at work	鋤（辰）下一隻手（寸）：下田勞作。誤了鋤所標的農時、讓田荒著，就是農人的恥辱，意思滑到丟臉本身：羞辱、侮辱。
農	nóng	noun — farming	曲=empty:worn remainder of 林 — the woods being cleared | 辰=meaning:a shell-blade sickle	甲骨文是雙手拿著蚌殼磨成的鐮刀（辰），在樹林（林）裡開地。傳抄把林磨成上頭曲形的一塊，鐮刀留在下面。這份活就是農：農夫、農業。
迅	xùn	adjective — swift, rapid	辶=meaning:the walk radical — motion, going | 卂=sound:xùn — gives the sound	走動（辶）加上卂（xùn）——鳥拍翅疾飛。合起來就是快：迅速、迅雷不及掩耳、迅捷。
迎	yíng	verb — to welcome, to go out to meet, to greet	辵=meaning:to walk, to go (辶) | 卬=sound:áng — gives the sound, worn from áng to yíng	走之旁（辵）往外走，卬（áng）給聲音，磨成了 yíng。卬 是一個人仰頭面對另一個人——你迎上前去面對他：相迎、相接。歡迎、迎接、迎面。和把人送走的 送 正好相反。
近	jìn	adjective — near, close	辶=meaning:walking, the road | 斤=sound:jīn — gives the sound	路（辶）配斤的聲音，調子降成 jìn——走幾步就到。地方近，時間也近：附近、最近。
返	fǎn	verb — to return, go back, turn back	辶=meaning:the walk — a road and a foot | 反=sound:fǎn — gives the sound	走之（辶）配 反（fǎn），就是一隻手翻過來那個反。把路掉頭走回去——返。反給字音。返回、往返、返鄉。
迫	pò	verb — to press, compel	辶=meaning:the walk — a road and a foot | 白=sound:bái — gives the sound	走之（辶）配 白（bái）。走到緊貼面前、逼上來——迫近。從拉近距離引到強迫、急切：逼迫、急迫、迫切。白給聲音，b 變成 p，跟 怕、柏 同一個白。
述	shù	verb — to relate, narrate, state	辵=meaning:to walk, go along a road (辶) | 朮=sound:zhú — the phonetic, shifted to shù	辵（辶，走路）配上 朮（zhú）的聲音：沿著路走——再從「沿路走」引到「順著一件件說」，敘述、陳述。朮讀 zhú，到述變成 shù。和 術 對照：述是順著走（辶），術是路口（行）裡的手藝。
迴	huí	verb — to circle back, wind around, turn	辶=meaning:the walk radical — motion, going | 回=sound:huí — gives the sound; and means turning	路（辶）加上回（huí）——本身就是一圈圈往裡繞的形。走那個圈：繞回來、迴旋、迴避、迴響。
迷	mí	verb — to be lost	辶=meaning:the walk radical — motion, going | 米=sound:mǐ — gives the sound	路（辶）配上米（mǐ）的聲音——米粒四散，沒有一條路。走這樣的路會迷路；心也會迷：迷惑、迷戀。
追	zhuī	verb — to chase, pursue	辶=meaning:the walk — a road and a foot | 𠂤=sound:duī — gives the sound	走之（辶）配 𠂤（duī），一座小土堆——古形已壓成右邊那塊。在後頭使勁追趕——追。從追趕引到追求、追憶：追趕、追求、追憶。𠂤給聲音，跟 堆、隊、墜 同根。
退	tuì	verb — to withdraw, retreat, step back	辶=meaning:the walk radical — motion, going | 艮=form:the lower element — a foot turned to go back	走（辶）的下面，是古文字裡那隻調轉的腳——不往前踏，往後退。合起來是後退、退出，再引申為退下職位：退休、退位。
送	sòng	verb — to see off, to send	辵=meaning:to walk, to go (辶) | 灷=sound:gives the sound	走之旁（辵）走著，上面那雙抬手的部件（灷，在今字裡省了筆）給聲音。你把人或物送出門、遞出去：送行、送信。白白遞出去的，就是禮物：贈送、送禮。
